keyword,conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,source_file
koperasimerahputih,1915376515673473295,2025-04-24T12:05:21.000Z,0,Sosialisasi koperasi merah putih. Dan pembentukan bangun Desa bangun Indonesia https://t.co/ay8kXCDkti,1915376515673473295,https://pbs.twimg.com/media/GpTIyRNbYAEbeY9.jpg,,in,,0,0,0,https://x.com/awaludinalbania/status/1915376515673473295,1607644806339231744,awaludinalbania,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-04-19_until_2025-04-25_lang_id.csv
koperasimerahputih,1945452625077649896,2025-07-16T11:57:05.000Z,1,"Presiden Prabowo Subianto resmi meluncurkan 80.000 Koperasi Merah Putih secara serentak dari Klaten, Jawa Tengah, pada Senin, 21 Juli 2025.

Program besar ini bukan sekadar angka, tetapi harapan. Harapan bagi desa-desa di seluruh

#KoperasiMerahPutih #EkonomiDesa https://t.co/8ySnlSoRfM",1945452625077649896,https://pbs.twimg.com/amplify_video_thumb/1945451533857882112/img/PguSJuKx40UD9vPJ.jpg,,in,,0,1,0,https://x.com/FrasetiaHe81082/status/1945452625077649896,1765665336152739840,FrasetiaHe81082,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-07-12_until_2025-07-18_lang_id.csv
koperasimerahputih,1933150830221472235,2025-06-12T16:19:51.000Z,0,"@cukhurukuque Wkwk, soalnya bukan cuman 3jt rumah ya, bahkan yg koperasi merah putih, klo misalnya dana turun ke desa, slrh wilayah mungkin butuh konstruksi. Kantor, jembatan, sumur? Besar yah efeknya. 

Terima kasih bnyk pa, ga perlu dibikin juga gpp loh, saya tetep like in semua post, wkwk",1933197565341876661,,cukhurukuque,in,,0,0,0,https://x.com/business_sensen/status/1933197565341876661,994978312467329024,business_sensen,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-07_until_2025-06-13_lang_id.csv
koperasimerahputih,1904287739526427091,2025-03-24T21:42:31.000Z,0,Perencanaan dan pelaksanaan program Koperasi Desa (Kopdes) Merah Putih terus dilakukan Kementerian Koperasi (Kemenkop). Kali ini pengembangan Kopdes kami bahas bersama dengan Bupati Cianjur Mohammad Wahyu Ferdian yang datang ke Kantor Kemenkop dalam rangka beraudiensi (24/03). https://t.co/K5k11QKDxp,1904287739526427091,https://pbs.twimg.com/media/Gm1jmXeb0AAI40D.jpg,,in,,0,1,0,https://x.com/ferryjulianto_/status/1904287739526427091,1848561019838468097,ferryjulianto_,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-22_until_2025-03-28_lang_id.csv
koperasimerahputih,1912792260342620484,2025-04-17T08:56:27.000Z,0,"Pemerintah membentuk 70.000 Koperasi Desa Merah Putih. Koperasi ini dibentuk, sebagai wujud dari Asta Cita Presiden Prabowo Subianto dalam upaya pemerataan ekonomi.

#koperasidesamerahputih #koperasi #koperasimerahputih #prabowo #astakom https://t.co/a7nVHzmmKC",1912792260342620484,https://pbs.twimg.com/amplify_video_thumb/1912792132257300480/img/YI-7pdrR9xLewHZC.jpg,,in,,0,0,0,https://x.com/astakomunikasi/status/1912792260342620484,1889530835742892037,astakomunikasi,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-04-12_until_2025-04-18_lang_id.csv
koperasimerahputih,1939966240803439098,2025-07-01T08:36:09.000Z,0,"Pemerintah juga menjanjikan skema pembiayaan melalui kredit bank himbara akan diatur lewat peraturan menteri keuangan yang bakal segera dirilis dalam pekan ini. #Ekonomi #Kompas60

https://t.co/cuN4wF9tIi",1939966240803439098,,,in,,0,0,0,https://x.com/kompas_urbana/status/1939966240803439098,155456716,kompas_urbana,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-28_until_2025-07-04_lang_id.csv
koperasimerahputih,1945363738791649398,2025-07-16T06:03:53.000Z,1,"Kapolres Bangkalan AKBP Hendro Sukmono, S.H., S.I.K., M.I.K., Menghadiri
Launching Koperasi Desa/ Kelurahan Merah Putih dan Resepsi Koperasi Indonesia Ke-78
Tahun 2025 di Gedung Rato Ebhu Bangkalan. Rabu (16/07/2025)

#haribhayangkarake79
#polriuntukmasyarakat
@listyosigitprabowo https://t.co/g8tPZ0sU8y",1945363738791649398,https://pbs.twimg.com/media/Gv9R-jVa4AEr2i9.jpg,,in,,0,0,0,https://x.com/PolsekKamal81/status/1945363738791649398,1707204066181562369,PolsekKamal81,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-07-12_until_2025-07-18_lang_id.csv
koperasimerahputih,2025245495384281517,2026-02-21T16:25:27.000Z,1,hola tendinitis dejame porfa,2025245495384281517,,,es,,0,0,0,https://x.com/hmlvee/status/2025245495384281517,1478544697857617926,hmlvee,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-10-11_until_2025-10-17_lang_id.csv
koperasimerahputih,1927891885227389157,2025-05-29T00:56:58.000Z,0,"Aiptu Mahyudin 
Bhabinkamtibmas Polsek Perbaungan Polres Serdang Bedagai Polda Sumatera Utara mengikuti musyawarah desa khusus pembentukan koperasi Merah Putih di kelurahan Tualang kec.Perbaungan kab.Serdang Bedagai https://t.co/UzDKVC69MW",1927891885227389157,https://pbs.twimg.com/media/GsE_cdxaUAE6q5q.jpg,,in,,0,0,0,https://x.com/Polsekperb61985/status/1927891885227389157,1793639658532057088,Polsekperb61985,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-05-24_until_2025-05-30_lang_id.csv
koperasimerahputih,1932398650128576549,2025-06-10T11:25:15.000Z,0,Pembentukan koperasi Merah Putih di desa /kelurahan adalah sebuah ajang korupsi berjamaah yang baru seperti halnya juga dana desa.,1932398650128576549,,,in,,0,0,0,https://x.com/SutarnoKrama/status/1932398650128576549,1582515970257494016,SutarnoKrama,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-07_until_2025-06-13_lang_id.csv
koperasimerahputih,1961004046606827850,2025-08-28T09:52:54.000Z,2,"meliputi Makan Bergizi Gratis, Cek Kesehatan Gratis, Sekolah Rakyat, Koperasi Desa/Kelurahan Merah Putih, dan Pembangunan Tiga Juta Rumah.

#pemasyarakatan
#ditjenpas
#kemenimipas",1961004050738303109,,DITJEN_PAS,in,,0,0,0,https://x.com/DITJEN_PAS/status/1961004050738303109,541674389,DITJEN_PAS,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-08-23_until_2025-08-29_lang_id.csv
koperasimerahputih,2025252323711214040,2026-02-21T16:52:35.000Z,0,"RT @SucumbaGames: Desde 2019, a PlayStation adquiriu 10 estúdios. Desses, 3 já foram fechados, metade nem chegou a lançar um jogo e a maior…",2025252323711214040,,,pt,,0,0,84,https://x.com/deviumaicrai/status/2025252323711214040,1968011954837995520,deviumaicrai,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-12-06_until_2025-12-12_lang_id.csv
koperasimerahputih,1960559757099721086,2025-08-27T04:27:26.000Z,1,"KOPERASI MERAH PUTIH

Subdit III/Tipidkor melakukan monitoring terhadap Koperasi Desa merah putih Panjer yang berlokasi di Desa Panjer, Kecamatan Denpasar Selatan.
#poldabali 
#humaspoldabali 
#polripresisi 
#poskopresisipoldabali 
#pelayanantanpabatas
#polriuntukmasyarakat https://t.co/rLgXnwnMbM",1960559757099721086,https://pbs.twimg.com/media/GzVOtYJbgAAqt7B.jpg,,in,,0,0,0,https://x.com/krimsusbali/status/1960559757099721086,1773248268430118912,krimsusbali,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-08-23_until_2025-08-29_lang_id.csv
koperasimerahputih,1937731653654495328,2025-06-25T04:36:42.000Z,1,"Koperasi Desa Merah Putih (KDMP) menjadi upaya dalam mendorong pemerataan ekonomi lokal.

#KoperasiDesaMerahPutih #KemenKopUKM #Pemda #fypシ https://t.co/ECfITnhnW3",1937731653654495328,https://pbs.twimg.com/media/GuQ0q43agAAtYht.jpg,,in,,0,1,0,https://x.com/Valenti54333161/status/1937731653654495328,1487099339306864640,Valenti54333161,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-06-21_until_2025-06-27_lang_id.csv
koperasimerahputih,2025250100734259657,2026-02-21T16:43:45.000Z,0,"Dsp esta en el hospital pk se le ssubio el azucar,vieja pelotuda",2025250100734259657,,,es,,0,0,0,https://x.com/paopat0core/status/2025250100734259657,1659424390327443456,paopat0core,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-11-15_until_2025-11-21_lang_id.csv
koperasimerahputih,1902638180408734147,2025-03-20T08:27:46.000Z,0,"Eddy S. Bramiyanto memimpin Rapat Koordinasi Koperasi Desa Merah Putih Bersama Deputi Bidang Pengembangan Talenta dan Daya Saing Koperasi Kementerian Koperasi Republik Indonesia, dan Dinas yang membidangi Koperasi se-Jateng.

#KoperasiDesaMerahPutih
#KoperasiJateng https://t.co/nxbz37tjcI",1902638180408734147,https://pbs.twimg.com/media/GmeHEZUboAAp7PZ.jpg,,in,,0,0,0,https://x.com/dinkopjateng/status/1902638180408734147,2728238706,dinkopjateng,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-03-15_until_2025-03-21_lang_id.csv
koperasimerahputih,1927984350915698888,2025-05-29T07:04:24.000Z,1,"Babinsa Cerme Koramil 10/Panjatan Kodim 0731/Kulon Progo Serda Purwanto, Rabu (28/5/2025), menghadiri Musyawarah Kalurahan Khusus Pembentukan Koperasi Desa Merah Putih Kalurahan Brosot, bertempat di Aula Kantor Kalurahan Cerme, Kapanewon Panjatan. https://t.co/vumjxE3QRr",1927984350915698888,https://pbs.twimg.com/media/GsGTiVRaUAInH6t.jpg,,in,,0,0,0,https://x.com/pendim0731/status/1927984350915698888,710626216135491584,pendim0731,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-05-24_until_2025-05-30_lang_id.csv
koperasimerahputih,2025248729184567442,2026-02-21T16:38:18.000Z,0,RT @ShidousCage: risky post https://t.co/1A8w3hoPiV,2025248729184567442,https://pbs.twimg.com/media/HBrouHiXkAArgXA.jpg,,en,,0,0,5575,https://x.com/caleiioba/status/2025248729184567442,1762627345050144768,caleiioba,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-11-01_until_2025-11-07_lang_id.csv
koperasimerahputih,1945894601845518733,2025-07-17T17:13:20.000Z,0,"Kementerian BUMN turut menghadiri Rapat Koordinasi Tingkat Menteri yang dipimpin oleh Menko Pangan Zulkifli Hasan dalam rangka persiapan peluncuran Koperasi Desa Merah Putih (KDMP), Selasa (15/7/2025) di Jakarta. https://t.co/1h4dtyOpRy",1945894601845518733,https://pbs.twimg.com/ext_tw_video_thumb/1945894454335877120/pu/img/9T3Aksjs7G-OEYBx.jpg,,in,,0,0,0,https://x.com/alineadotid/status/1945894601845518733,354168059,alineadotid,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-07-12_until_2025-07-18_lang_id.csv
koperasimerahputih,1917865187002180035,2025-05-01T08:54:27.000Z,0,"Sosialisasi Pembentukan Koperasi Merah Putih, Bupati Anton Minta Seluruh Desa Bentuk Koperasi Merah Putih https://t.co/ePS1mzfv3t https://t.co/mm5eMgygWk",1917865187002180035,https://pbs.twimg.com/media/Gp2gOTta8AAJcix.jpg,,in,,0,0,0,https://x.com/dimatahaticom/status/1917865187002180035,1869735960868798464,dimatahaticom,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-04-26_until_2025-05-02_lang_id.csv
koperasimerahputih,1958129280350589374,2025-08-20T11:29:35.000Z,0,"Ada 15.000 Koperasi Desa/Kelurahan Merah Putih yang ditargetkan aktif pada akhir Agustus 2025. Penerapannya masih dibayangi isu ketersediaan dana dan arah kebijakan. #Ekonomi #AdadiKompas

https://t.co/Zun98ceU7j",1958129280350589374,,,in,,0,0,0,https://x.com/hariankompas/status/1958129280350589374,255866913,hariankompas,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-08-16_until_2025-08-22_lang_id.csv
koperasimerahputih,1911989936024375518,2025-04-15T03:48:18.000Z,0,"Menteri Koordinator Bidang Pangan (Menko Pangan) Zulkifli Hasan atau Zulhas mengatakan, berdirinya Koperasi Desa/Kelurahan Merah Putih (Kopdes) diharapkan dapat memangkas rantai tengkulak dan eksistensi rentenir ke petani dan juga nelayan.
 https://t.co/sRRxW7VNWT",1911989936024375518,,,in,,0,0,0,https://x.com/nusabalicom/status/1911989936024375518,2655442453,nusabalicom,Koperasi_Desa_Merah_Putih_OR_#KoperasiMerahPutih_since_2025-04-12_until_2025-04-18_lang_id.csv
